formid,exp,geogr,date,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,,
5111521,E,34100489,5/14/2016,0,72,31,8,3,9,11,1,2,,
5111276,N,34040003,5/14/2016,80,80,40,15,3,1,1,1,1,,
5111300,N,34030053,5/14/2016,78,78,35,13,2,1,1,3,8,,
5111529,E,34100497,5/15/2016,0,78,25,16,3,4,4,2,2,,
5111528,E,34100496,5/15/2016,0,78,34,14,3,6,7,3,4,,
5111527,E,34100495,5/15/2016,0,77,33,12,3,5,5,1,3,,
5111526,E,34100494,5/15/2016,0,76,31,10,3,5,5,3,3,,
5111525,E,34100493,5/15/2016,0,76,33,8,3,6,6,3,3,,
5111910,N,34030210,5/15/2016,0,81,50,14,3,4,5,3,1,,
5111299,N,34030053,5/15/2016,78,78,30,11,2,1,1,3,8,,
5111945,N,34030024,5/15/2016,0,81,40,15,3,4,5,3,1,,
5111533,E,34100501,5/16/2016,0,75,27,16,3,5,5,2,2,,
5111532,E,34100500,5/16/2016,0,75,30,14,3,6,7,3,3,,
5111531,E,34100499,5/16/2016,0,75,33,10,3,5,6,3,2,,
5111530,E,34100498,5/16/2016,0,75,29,8,3,7,7,3,3,,
5111369,N,34030071,5/16/2016,82,80,49,14,3,4,5,2,6,,
5111538,E,34100505,5/17/2016,0,77,34,15,3,6,7,3,2,,
5111537,E,34100504,5/17/2016,0,76,29,14,3,6,6,3,3,,
5111536,E,34100503,5/17/2016,0,75,32,12,3,8,8,2,3,,
5111534,E,34100502,5/17/2016,0,77,35,8,3,8,8,3,2,,
5111535,E,34100476,5/17/2016,0,75,36,10,3,10,10,3,2,,
5119455,E,34030130,5/17/2016,0,0,40,14,1,3,3,3,8,,
5111365,N,34030053,5/17/2016,85,82,60,14,1,3,3,3,10,,
5111543,E,34100510,5/18/2016,0,79,20,15,3,4,6,3,9,,
5111542,E,34100509,5/18/2016,0,77,33,13,3,5,6,3,2,,
5111541,E,34100508,5/18/2016,0,78,27,12,3,4,5,2,2,,
5111540,E,34100507,5/18/2016,0,76,30,10,3,7,7,3,3,,
5111539,E,34100506,5/18/2016,0,78,31,8,3,5,5,2,3,,
5111548,E,34100515,5/19/2016,0,78,32,16,2,5,5,3,2,,
5111547,E,34100514,5/19/2016,0,78,31,14,3,6,7,1,2,,
5111546,E,34100513,5/19/2016,0,78,29,12,3,8,8,2,3,,
5111545,E,34100512,5/19/2016,0,77,30,10,3,8,8,3,3,,
5111544,E,34100511,5/19/2016,0,77,33,8,3,8,9,3,2,,
5111551,E,34090117,5/20/2016,0,75,33,14,2,7,7,2,3,,
5111550,E,34090116,5/20/2016,0,74,33,12,2,8,8,2,2,,
5111549,E,34090115,5/20/2016,0,75,33,10,3,7,7,3,2,,
5111610,N,34080045,5/20/2016,0,0,40,11,1,1,1,2,2,,
5111706,N,34030008,5/20/2016,85,80,52,14,3,4,5,2,1,,
5111554,E,34090120,5/21/2016,0,82,29,13,2,5,5,3,2,,
5111553,E,34090119,5/21/2016,0,79,37,10,3,8,8,3,3,,
5111552,E,34090118,5/21/2016,0,81,33,8,2,6,6,2,2,,
5111611,N,34050026,5/22/2016,84,0,70,10,2,1,1,3,3,,
5111618,N,34040003,5/22/2016,80,80,45,15,4,1,1,2,3,,
5111707,N,34030009,5/23/2016,82,80,52,14,5,4,4,2,1,,
5111693,N,34050026,5/24/2016,84,0,90,11,2,1,1,2,3,,
5111686,E,34030169,5/24/2016,0,81,38,9,4,5,5,3,2,,
5120116,E,34030168,5/24/2016,80,80,50,10,4,5,6,2,2,,
5111679,N,34030009,5/24/2016,80,80,40,9,5,4,5,3,2,,
5111680,N,34030009,5/24/2016,80,80,40,8,6,5,6,2,2,,
5111682,N,34030009,5/24/2016,80,80,50,9,4,4,4,2,2,,
5111683,N,34030009,5/24/2016,80,80,40,10,4,1,1,1,2,,
5111684,N,34030009,5/24/2016,80,80,40,10,3,4,6,1,1,,
5111685,N,34030009,5/24/2016,80,80,40,10,4,4,6,1,1,,
5111687,E,34030009,5/24/2016,0,82,39,10,3,4,4,1,6,,
5111718,N,34030009,5/25/2016,0,84,52,14,3,4,5,3,1,,
5111723,N,34030009,5/25/2016,81,82,45,15,3,6,9,3,1,,
5119454,E,34030004,5/25/2016,0,0,60,14,2,1,1,3,9,,
5111753,N,34040167,5/26/2016,82,82,40,13,3,4,4,3,3,,
5111758,N,34040167,5/26/2016,84,80,40,13,4,4,4,3,3,,
5111759,N,34040167,5/26/2016,80,80,45,13,3,4,4,2,3,,
5111762,N,34040167,5/26/2016,83,80,46,14,3,4,4,2,3,,
5111767,N,34040167,5/26/2016,0,0,63,14,3,4,4,2,3,,
5111822,N,34040167,5/26/2016,82,82,43,13,3,4,4,2,6,,
5112054,N,34040167,5/26/2016,84,82,62,14,3,4,4,2,3,,
5111756,N,34040166,5/26/2016,82,82,30,14,3,5,5,3,3,,
5111763,N,34040166,5/26/2016,80,80,55,15,4,5,5,2,3,,
5111765,N,34040166,5/26/2016,87,84,21,15,3,5,5,3,9,,
5111768,N,34040166,5/26/2016,83,80,50,15,3,5,5,3,3,,
5111769,N,34040166,5/26/2016,0,0,21,15,3,4,5,3,3,,
5111823,N,34040166,5/26/2016,82,82,45,15,4,5,5,2,6,,
5112056,N,34040166,5/26/2016,82,81,20,15,2,4,4,3,3,,
5119453,E,34040001,5/26/2016,0,0,50,14,2,3,4,3,2,,
5111764,N,34030167,5/26/2016,86,84,58,13,3,4,4,3,1,,
5112023,N,34030009,5/26/2016,0,0,40,14,4,5,5,2,2,,
5112520,N,34040002,5/27/2016,83,81,120,11,7,3,3,3,1,,
5112109,N,34030210,5/27/2016,83,83,43,9,4,3,4,2,1,,
5111908,N,34030009,5/27/2016,80,80,53,14,4,4,5,2,1,,
5112110,N,34030009,5/27/2016,83,83,56,11,4,4,4,2,1,,
5112518,N,34030009,5/27/2016,82,80,50,9,5,3,3,3,2,,
5111976,N,34060006,5/28/2016,82,0,90,7,2,1,1,2,2,,
5111873,E,34040160,5/28/2016,0,80,56,14,3,6,7,3,3,,
5112595,N,34040160,5/28/2016,0,83,56,14,4,5,7,3,1,,
5111870,E,34040064,5/28/2016,0,80,45,12,4,8,9,3,3,,
5112592,N,34040064,5/28/2016,0,83,50,11,4,6,8,3,3,,
5111905,E,34070015,5/29/2016,0,80,110,7,4,4,4,3,1,,
5112021,E,34070008,5/29/2016,0,80,99,15,3,4,4,3,1,,
5111901,N,34050001,5/29/2016,84,82,45,14,5,4,4,2,2,,
5112080,E,34030007,5/29/2016,0,82,45,16,4,1,1,3,2,,
5112079,E,34030006,5/29/2016,0,82,50,15,4,1,1,3,2,,
5119859,N,34050016,5/30/2016,86,84,49,12,3,3,3,3,2,,
5112024,E,34040064,5/30/2016,80,75,56,12,3,8,8,3,3,,
5112597,N,34040064,5/30/2016,0,83,46,12,4,7,9,3,3,,
5112025,E,34040002,5/30/2016,80,75,136,14,3,4,4,3,1,,
5112598,N,34040002,5/30/2016,0,83,58,14,4,4,4,2,2,,
5112599,N,34040002,5/30/2016,0,83,42,15,4,4,4,2,1,,
5119449,E,34030176,5/31/2016,0,0,60,17,3,1,1,2,2,,
5112142,N,34030071,5/31/2016,0,84,59,9,4,4,4,3,1,,
5112499,N,34030071,5/31/2016,86,84,60,9,4,4,4,3,1,,
5112332,N,34030013,5/31/2016,84,81,47,14,4,4,5,2,9,,
5112206,N,34030009,5/31/2016,0,82,53,10,4,4,4,3,1,,
5112419,N,34030009,5/31/2016,0,84,53,14,4,4,5,3,1,,
5112420,N,34030009,5/31/2016,0,82,61,15,4,3,4,3,1,,
5112500,N,34030009,5/31/2016,87,84,55,10,4,4,5,3,1,,
5112802,E,34100519,6/1/2016,0,81,30,14,3,5,5,1,6,,
5112801,E,34100518,6/1/2016,0,81,16,12,4,4,4,1,3,,
5112800,E,34100517,6/1/2016,0,80,27,10,4,7,8,1,3,,
5112799,E,34100516,6/1/2016,0,79,26,8,3,10,11,1,3,,
5112806,E,34100523,6/2/2016,0,80,32,14,5,8,8,1,3,,
5112805,E,34100522,6/2/2016,0,79,32,12,5,9,9,1,2,,
5112804,E,34100521,6/2/2016,0,79,32,10,5,9,9,2,2,,
5112803,E,34100520,6/2/2016,0,79,33,8,5,10,11,2,2,,
5112428,N,34040003,6/2/2016,83,0,60,14,4,1,1,3,1,,
5112811,E,34100527,6/3/2016,0,80,25,15,5,8,8,1,2,,
5112810,E,34100526,6/3/2016,0,79,33,12,5,8,9,2,3,,
5112809,E,34100525,6/3/2016,0,80,35,10,5,9,10,1,2,,
5112807,E,34100524,6/3/2016,0,80,35,8,5,9,10,2,3,,
5112378,E,34040046,6/3/2016,0,79,59,14,3,5,6,3,3,,
5112421,N,34040046,6/3/2016,0,84,74,14,3,6,6,3,1,,
5112429,N,34040003,6/3/2016,83,0,60,14,4,1,1,3,1,,
5112815,E,34100531,6/4/2016,0,79,38,15,5,8,9,1,2,,
5112814,E,34100530,6/4/2016,0,79,32,12,5,9,9,1,2,,
5112813,E,34100529,6/4/2016,0,80,37,10,5,10,10,1,2,,
5112812,E,34100528,6/4/2016,0,80,29,8,4,9,9,1,3,,
5113304,N,34070001,6/4/2016,0,0,45,22,4,4,4,3,6,,
5112883,N,34040163,6/4/2016,0,84,63,11,3,6,7,2,6,,
5112885,N,34040163,6/4/2016,84,84,65,12,3,6,7,2,2,,
5113306,N,34040116,6/4/2016,0,0,15,9,4,3,3,3,8,,
5113751,N,34040071,6/4/2016,0,78,60,10,4,1,1,2,3,,
5112447,E,34040057,6/4/2016,0,81,32,14,2,3,3,3,1,,
5112882,N,34040057,6/4/2016,0,87,44,13,3,3,3,3,3,,
5112880,N,34040025,6/4/2016,87,87,91,14,3,3,4,3,1,,
5112835,N,34030005,6/4/2016,80,79,25,12,2,3,4,1,1,,
5112817,E,34100533,6/5/2016,0,78,31,10,3,7,7,3,3,,
5112816,E,34100532,6/5/2016,0,78,33,8,3,9,10,2,2,,
5112600,N,34030004,6/5/2016,0,82,90,11,3,1,1,2,1,,
5112519,N,34030039,6/7/2016,83,80,45,14,5,4,4,2,2,,
5112822,E,34100538,6/8/2016,0,81,33,15,3,5,5,1,2,,
5112821,E,34100537,6/8/2016,0,82,24,13,3,4,4,3,3,,
5112820,E,34100536,6/8/2016,0,79,25,11,3,4,5,3,9,,
5112819,E,34100535,6/8/2016,0,80,27,10,3,4,5,3,3,,
5112818,E,34100534,6/8/2016,0,81,29,8,3,7,7,2,4,,
5112827,E,34100543,6/9/2016,0,81,31,17,2,6,7,2,2,,
5112826,E,34100542,6/9/2016,0,81,29,15,2,6,6,3,3,,
5112825,E,34100541,6/9/2016,0,81,29,13,3,7,7,3,3,,
5112824,E,34100540,6/9/2016,0,81,29,11,3,7,7,3,3,,
5112823,E,34100539,6/9/2016,0,80,30,8,2,9,9,3,3,,
5112654,N,34030186,6/9/2016,0,82,45,11,3,4,5,2,2,,
5112830,E,34090122,6/10/2016,0,79,26,12,2,8,8,3,8,,
5112829,E,34090121,6/10/2016,0,80,24,9,2,5,5,3,3,,
5112828,E,34090008,6/10/2016,0,80,22,8,2,4,5,3,3,,
5112746,N,34030028,6/10/2016,84,84,51,16,2,3,4,2,1,,
5115531,N,34030027,6/10/2016,0,79,25,14,2,11,14,1,10,,
5115533,N,34030026,6/10/2016,0,81,25,15,2,10,12,1,10,,
5112745,N,34030005,6/10/2016,83,83,53,14,2,4,5,2,1,,
5132363,N,34030007,6/11/2016,90,90,50,13,3,3,4,3,3,,
5132366,E,34030007,6/11/2016,0,90,50,13,3,3,4,3,3,,
5112786,N,34040031,6/12/2016,89,81,50,10,2,4,4,3,10,,
5112728,E,34040025,6/12/2016,0,78,126,15,2,4,4,3,1,,
5112730,E,34040025,6/12/2016,79,0,128,15,2,4,4,3,1,,
5115535,N,34040025,6/12/2016,0,86,92,14,3,4,4,3,1,,
5112727,E,34040007,6/12/2016,0,79,31,14,2,9,10,3,10,,
5115534,N,34040007,6/12/2016,0,81,34,12,2,8,11,3,10,,
5114269,N,34030169,6/12/2016,85,82,45,9,4,4,5,2,1,,
5114274,N,34030009,6/12/2016,87,83,61,11,4,4,4,2,1,,
5119448,E,34030168,6/14/2016,0,88,45,17,3,4,4,2,2,,
5132390,N,34030168,6/14/2016,88,88,45,17,4,4,4,2,2,,
5119452,E,34030005,6/14/2016,0,0,45,15,3,3,4,3,2,,
5112968,E,34040002,6/15/2016,0,82,115,11,2,4,4,3,1,,
5112982,E,34040002,6/15/2016,0,81,127,11,2,4,4,3,1,,
5114284,N,34040002,6/15/2016,88,86,94,11,3,4,5,2,1,,
5114291,N,34040002,6/15/2016,89,86,41,14,2,4,4,2,1,,
5113639,N,34030186,6/15/2016,84,84,67,10,3,3,4,3,2,,
5113417,N,34030182,6/15/2016,0,82,51,15,4,4,5,3,1,,
5113584,N,34030182,6/15/2016,0,83,65,9,4,4,4,3,2,,
5114344,N,34030053,6/15/2016,0,0,60,9,3,1,1,2,1,,
5113416,N,34030011,6/15/2016,0,82,54,14,5,5,10,3,1,,
5113583,N,34030009,6/15/2016,0,83,63,11,3,5,5,2,6,,
5113643,N,34030009,6/15/2016,84,84,65,11,3,5,5,3,1,,
5113366,N,34030009,6/16/2016,83,82,49,14,3,4,5,2,1,,
5113542,N,34040166,6/18/2016,83,83,70,10,3,5,5,3,3,,
5113833,E,34040028,6/18/2016,0,82,52,11,3,3,3,3,3,,
5113832,E,34040011,6/18/2016,0,80,51,9,3,4,4,3,3,,
5117822,N,34040007,6/18/2016,0,82,40,10,5,9,11,3,10,,
5117823,N,34040007,6/18/2016,0,81,38,12,4,9,12,3,10,,
5113592,N,34040003,6/18/2016,84,83,50,15,4,1,1,2,1,,
5113352,N,34060010,6/19/2016,85,0,55,10,2,1,1,1,2,,
5113355,N,34050026,6/19/2016,86,0,45,12,3,1,1,3,2,,
5113989,E,34040129,6/19/2016,0,84,47,15,3,3,4,3,2,,
5113343,N,34040025,6/19/2016,84,83,51,15,3,3,4,3,2,,
5113987,E,34040025,6/19/2016,0,82,45,14,3,4,4,3,2,,
5113593,N,34040003,6/19/2016,84,0,60,9,3,1,1,3,1,,
5113379,N,34040002,6/19/2016,82,0,64,21,4,4,4,3,1,,
5113380,N,34040002,6/19/2016,82,0,64,11,4,4,4,3,1,,
5113530,E,34040002,6/19/2016,0,80,62,9,3,4,4,3,1,,
5113531,E,34040002,6/19/2016,0,80,66,11,3,4,4,3,1,,
5113895,N,34040002,6/19/2016,0,82,63,9,3,4,4,3,3,,
5113896,N,34040002,6/19/2016,0,82,67,11,3,3,4,3,3,,
5113965,E,34040002,6/19/2016,0,82,71,9,3,3,4,3,6,,
5113972,E,34040002,6/19/2016,0,82,70,11,3,3,4,3,6,,
5113976,N,34040002,6/19/2016,82,82,60,9,3,4,NULL,3,3,,
5113977,N,34040002,6/19/2016,82,82,67,11,3,3,5,3,3,,
5114319,N,34040002,6/19/2016,80,80,60,9,3,3,4,3,1,,
5114856,N,34030182,6/19/2016,86,83,51,14,4,4,4,3,1,,
5114858,N,34030176,6/19/2016,87,82,58,15,4,4,4,3,1,,
5113342,N,34030129,6/19/2016,84,83,50,14,3,4,4,3,2,,
5114855,N,34030009,6/19/2016,83,83,51,13,4,4,4,3,1,,
5114857,N,34030009,6/19/2016,82,82,58,15,2,4,4,3,1,,
5121270,E,34030009,6/19/2016,82,82,60,15,4,4,5,2,2,,
5121302,E,34030009,6/19/2016,82,82,60,16,4,3,4,2,2,,
5113898,N,34040129,6/20/2016,0,82,69,11,4,4,5,2,3,,
5113979,N,34040129,6/20/2016,82,82,69,11,4,4,5,3,3,,
5113371,N,34040019,6/20/2016,82,81,42,9,4,7,7,2,2,,
5113381,N,34040019,6/20/2016,0,82,44,9,4,6,7,2,1,,
5113469,E,34040019,6/20/2016,0,81,57,9,4,7,8,3,3,,
5113739,N,34040019,6/20/2016,90,80,60,9,3,8,10,2,2,,
5113897,N,34040019,6/20/2016,0,82,55,9,4,6,8,3,3,,
5113978,N,34040019,6/20/2016,82,82,54,9,4,6,8,2,3,,
5114015,E,34040019,6/20/2016,0,82,55,9,3,6,7,2,2,,
5113367,N,34030129,6/20/2016,83,82,71,11,3,4,4,2,2,,
5113383,N,34030129,6/20/2016,0,82,62,11,4,4,5,2,1,,
5113467,E,34030129,6/20/2016,0,81,64,11,3,4,4,3,1,,
5113740,N,34030129,6/20/2016,90,80,60,10,4,4,5,3,2,,
5114019,E,34030129,6/20/2016,0,82,66,11,3,4,4,2,2,,
5113389,N,34030046,6/20/2016,0,0,30,16,2,1,1,1,2,,
5121721,E,34030011,6/20/2016,82,82,66,11,3,4,6,2,10,,
5121606,E,34030008,6/20/2016,82,82,58,7,3,5,5,3,2,,
5113375,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113388,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113401,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113402,N,34030004,6/20/2016,82,0,30,15,1,1,1,2,2,,
5113403,N,34030004,6/20/2016,82,0,30,15,2,1,1,1,2,,
5113404,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113405,N,34030004,6/20/2016,0,0,30,15,2,1,1,2,2,,
5113407,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113408,N,34030004,6/20/2016,0,0,30,15,2,1,1,1,2,,
5113450,N,34040025,6/21/2016,79,79,62,10,3,4,4,3,1,,
5113900,N,34040025,6/21/2016,0,82,62,10,4,4,4,2,3,,
5113981,N,34040025,6/21/2016,82,82,60,11,3,4,4,3,3,,
5114022,E,34040025,6/21/2016,0,82,65,10,3,3,4,3,3,,
5114161,N,34040025,6/21/2016,0,82,45,11,4,5,7,3,1,,
5115162,N,34040025,6/21/2016,0,82,60,10,4,3,3,2,1,,
5113448,N,34040007,6/21/2016,79,78,23,9,3,9,10,1,10,,
5113466,E,34040007,6/21/2016,0,79,41,9,4,9,11,3,10,,
5113741,N,34040007,6/21/2016,90,80,30,9,4,10,11,1,10,,
5113899,N,34040007,6/21/2016,0,82,32,9,3,7,10,1,10,,
5113980,N,34040007,6/21/2016,82,81,40,9,4,7,10,1,10,,
5114021,E,34040007,6/21/2016,0,82,20,9,3,7,12,1,10,,
5113616,E,34080142,6/22/2016,0,83,28,15,3,5,6,3,3,,
5113615,E,34080141,6/22/2016,0,82,24,14,3,5,5,2,3,,
5113614,E,34080140,6/22/2016,0,82,26,13,3,5,6,2,3,,
5113613,E,34080139,6/22/2016,0,82,27,12,3,4,4,2,2,,
5113612,E,34080138,6/22/2016,0,82,25,11,3,4,4,2,3,,
5113611,E,34080137,6/22/2016,0,82,20,10,3,4,4,2,3,,
5113610,E,34080136,6/22/2016,0,83,27,9,3,5,5,3,3,,
5113902,N,34040169,6/22/2016,0,82,44,10,4,5,7,3,2,,
5114030,E,34040169,6/22/2016,0,82,58,10,3,5,7,3,2,,
5114163,N,34040169,6/22/2016,0,82,45,11,4,5,6,3,1,,
5115170,N,34040169,6/22/2016,0,82,60,10,4,3,3,2,1,,
5113465,E,34040061,6/22/2016,0,81,58,9,4,9,11,3,4,,
5113549,N,34040061,6/22/2016,84,82,40,9,4,7,10,3,1,,
5113901,N,34040061,6/22/2016,0,82,44,9,4,8,10,3,2,,
5113982,N,34040061,6/22/2016,82,82,44,9,4,7,11,3,2,,
5114028,E,34040061,6/22/2016,0,82,37,9,3,7,11,3,5,,
5114162,N,34040061,6/22/2016,0,82,60,9,4,5,7,3,1,,
5115172,N,34040061,6/22/2016,0,81,60,9,4,3,3,2,1,,
5113550,N,34040019,6/22/2016,84,82,46,11,4,6,7,2,1,,
5113983,N,34040019,6/22/2016,82,82,44,11,4,6,7,3,2,,
5113556,N,34040003,6/22/2016,79,79,63,20,3,4,4,3,1,,
5113903,N,34040003,6/22/2016,0,82,60,20,2,4,4,3,3,,
5113984,N,34040003,6/22/2016,82,82,60,21,3,4,4,3,3,,
5114306,E,34040003,6/22/2016,0,82,62,20,3,4,4,3,6,,
5113569,E,34030185,6/22/2016,82,82,62,16,3,4,NULL,3,2,,
5113567,E,34030023,6/22/2016,82,82,62,15,3,4,NULL,2,2,,
5113624,E,34080149,6/23/2016,0,82,22,16,3,4,4,2,3,,
5113623,E,34080148,6/23/2016,0,82,23,15,3,4,4,3,3,,
5113622,E,34080147,6/23/2016,0,83,24,14,3,4,4,2,3,,
5113621,E,34080146,6/23/2016,0,83,25,13,3,5,5,2,3,,
5113619,E,34080145,6/23/2016,0,81,24,11,3,5,5,1,3,,
5113618,E,34080144,6/23/2016,0,80,27,10,3,6,7,1,3,,
5113617,E,34080143,6/23/2016,0,81,27,9,3,10,11,1,3,,
5113620,E,34080018,6/23/2016,0,82,29,12,3,4,4,2,2,,
5113558,N,34040049,6/23/2016,83,83,32,11,3,2,3,3,1,,
5113905,N,34040049,6/23/2016,0,82,33,10,3,2,3,2,10,,
5113986,N,34040049,6/23/2016,82,82,35,11,4,2,3,2,10,,
5114167,N,34040049,6/23/2016,0,82,60,11,3,3,3,3,10,,
5114314,E,34040049,6/23/2016,0,82,30,10,3,2,3,3,9,,
5115173,N,34040049,6/23/2016,0,82,60,10,4,3,3,2,1,,
5113557,N,34040002,6/23/2016,83,83,65,9,3,4,4,3,1,,
5113904,N,34040002,6/23/2016,0,82,62,9,4,4,4,3,3,,
5113985,N,34040002,6/23/2016,82,82,61,9,4,4,4,2,3,,
5114164,N,34040002,6/23/2016,0,82,60,9,4,4,5,3,1,,
5114316,E,34040002,6/23/2016,0,82,63,9,3,4,4,3,3,,
5115175,N,34040002,6/23/2016,0,82,60,9,4,3,3,2,1,,
5113562,E,34030014,6/23/2016,82,82,60,10,3,4,4,2,10,,
5113565,E,34030013,6/23/2016,82,82,61,11,4,4,NULL,2,10,,
5113627,E,34080152,6/24/2016,0,85,15,11,2,3,3,3,9,,
5113626,E,34080151,6/24/2016,0,84,26,10,2,6,6,3,3,,
5113625,E,34080150,6/24/2016,0,82,27,9,2,9,9,3,3,,
5114318,E,34040047,6/24/2016,0,82,33,9,3,8,11,2,5,,
5113529,E,34040002,6/24/2016,0,81,78,10,3,4,4,3,1,,
5114320,E,34040002,6/24/2016,0,82,81,10,3,4,4,3,3,,
5113629,E,34080047,6/25/2016,0,84,51,16,3,4,5,3,3,,
5113628,E,34080023,6/25/2016,0,84,58,14,3,4,4,3,2,,
5113578,N,34030178,6/25/2016,0,84,61,9,3,5,5,2,2,,
5113580,N,34030008,6/25/2016,0,84,61,11,4,5,5,2,2,,
5113631,E,34060021,6/26/2016,0,82,65,15,3,4,4,3,2,,
5113630,E,34060020,6/26/2016,0,83,63,14,3,4,4,3,2,,
5120561,E,34030011,6/26/2016,82,82,63,7,4,5,6,3,10,,
5113671,E,34030009,6/26/2016,82,82,59,15,4,5,5,1,2,,
5113710,E,34030009,6/26/2016,82,82,59,14,4,4,NULL,2,2,,
5113711,E,34030009,6/26/2016,82,82,59,16,4,5,NULL,1,2,,
5120616,E,34030009,6/26/2016,82,82,67,11,4,5,5,2,2,,
5114035,E,34080153,6/27/2016,0,85,18,16,2,3,3,3,2,,
5114032,E,34080018,6/27/2016,0,85,24,13,2,4,4,3,3,,
5114033,E,34080018,6/27/2016,0,85,25,14,2,3,3,3,2,,
5114034,E,34080018,6/27/2016,0,85,18,15,2,4,4,3,3,,
5113689,N,34040116,6/27/2016,84,84,58,13,3,4,4,2,3,,
5114537,N,34040003,6/27/2016,0,86,49,11,3,4,4,2,6,,
5113687,N,34030011,6/27/2016,85,83,52,14,3,5,6,2,10,,
5113712,E,34030009,6/27/2016,83,83,63,11,4,4,4,2,2,,
5114042,E,34080157,6/28/2016,0,85,22,15,3,4,5,3,3,,
5114041,E,34080156,6/28/2016,0,85,28,14,2,5,5,3,3,,
5114040,E,34080155,6/28/2016,0,85,15,13,2,3,3,3,9,,
5114038,E,34080154,6/28/2016,0,84,19,12,2,3,3,3,9,,
5114036,E,34080003,6/28/2016,0,86,27,10,2,4,4,3,3,,
5114037,E,34080001,6/28/2016,0,84,30,11,2,4,4,3,2,,
5113717,N,34050026,6/28/2016,85,0,90,11,3,1,1,3,2,,
5120699,E,34030011,6/28/2016,82,82,61,10,4,5,6,3,10,,
5120703,E,34030008,6/28/2016,82,82,58,11,4,5,5,2,2,,
5114053,E,34080161,6/29/2016,0,85,21,14,2,4,4,3,3,,
5114052,E,34080160,6/29/2016,0,85,25,13,2,4,5,3,3,,
5114051,E,34080159,6/29/2016,0,86,21,12,2,3,3,3,3,,
5114050,E,34080158,6/29/2016,0,85,29,11,2,3,4,3,2,,
5114048,E,34080003,6/29/2016,0,85,27,9,2,3,3,3,2,,
5114049,E,34080003,6/29/2016,0,85,21,10,2,4,4,3,3,,
5113932,N,34040003,6/29/2016,0,0,60,14,3,1,1,3,1,,
5114061,E,34080168,6/30/2016,0,86,27,16,2,4,5,3,2,,
5114060,E,34080167,6/30/2016,0,86,22,15,2,4,4,2,2,,
5114059,E,34080166,6/30/2016,0,86,24,14,2,4,4,3,2,,
5114058,E,34080165,6/30/2016,0,86,21,13,2,3,3,3,3,,
5114057,E,34080164,6/30/2016,0,86,21,12,2,4,5,3,2,,
5114056,E,34080163,6/30/2016,0,85,27,11,2,4,4,3,3,,
5114055,E,34080162,6/30/2016,0,85,21,10,2,4,4,3,3,,
5114054,E,34080001,6/30/2016,0,86,25,9,3,3,3,3,2,,
5113795,N,34050026,6/30/2016,88,0,120,11,3,1,1,3,2,,
5113770,N,34030210,6/30/2016,0,86,52,9,4,4,5,2,1,,
5113772,N,34030011,6/30/2016,0,84,51,10,3,4,6,3,1,,
5113934,N,34030008,6/30/2016,84,0,50,14,3,4,4,3,2,,
5113935,N,34030008,6/30/2016,0,0,40,16,2,4,4,2,2,,
5114174,N,34030008,6/30/2016,86,84,54,14,3,5,5,2,1,,
5114062,E,34080169,7/1/2016,0,86,22,9,2,4,4,3,2,,
5113936,N,34040152,7/1/2016,0,0,45,13,3,1,1,2,2,,
5113938,N,34040022,7/2/2016,0,0,45,13,2,1,1,2,2,,
5113882,N,34030013,7/2/2016,85,85,60,11,3,4,4,3,10,,
5113885,N,34030002,7/2/2016,84,84,60,10,3,4,5,2,2,,
5114106,N,34030185,7/3/2016,86,86,60,14,3,4,4,3,1,,
5114107,N,34030031,7/3/2016,85,85,60,16,4,4,4,2,2,,
5113966,N,34030008,7/3/2016,84,84,48,11,6,5,5,3,2,,
5114013,N,34030007,7/4/2016,85,85,47,14,3,3,4,2,2,,
5114018,N,34030007,7/4/2016,85,85,50,15,2,3,5,2,2,,
5115030,N,34110015,7/6/2016,88,88,25,18,1,1,1,3,8,,
5121197,E,34110015,7/6/2016,0,85,27,7,1,1,1,3,8,,
5114224,N,34070019,7/7/2016,89,88,56,12,3,4,4,2,6,,
5119467,E,34030046,7/7/2016,0,0,45,13,2,2,3,3,3,,
5115537,N,34030038,7/7/2016,0,86,28,13,5,9,11,3,10,,
5115538,N,34030011,7/7/2016,0,87,42,14,5,5,6,3,10,,
5119468,E,34030005,7/7/2016,0,0,45,17,3,3,4,3,2,,
5115536,N,33020910,7/7/2016,0,82,72,12,5,2,3,2,2,,
5114231,N,34040020,7/8/2016,0,86,40,14,3,4,4,2,1,,
5115158,N,34030060,7/8/2016,86,0,50,15,3,1,1,2,1,,
5114408,N,34030018,7/8/2016,86,0,54,10,4,3,4,2,2,,
5114226,N,34030009,7/8/2016,0,0,56,14,3,4,4,2,1,,
5114227,N,34030009,7/8/2016,0,86,120,14,3,4,4,2,1,,
5114232,N,34030009,7/8/2016,89,86,120,13,3,4,4,2,1,,
5114234,N,34030009,7/8/2016,89,84,120,14,3,4,4,2,1,,
5114235,N,34030009,7/8/2016,89,86,60,14,4,4,4,2,1,,
